distance_km,duration_min,climatisation,depart,arrivee,jour_semaine,heure,prix
258,232,1,Sfax,Sousse,dimanche,12:00,105.61
64,89,1,Bizerte,Monastir,dimanche,12:00,28.19
240,320,1,Tunis,Bizerte,vendredi,07:00,107.84
137,113,1,Tunis,Sfax,lundi,16:00,53.68
202,248,0,Bizerte,Monastir,vendredi,18:00,92.02
58,47,0,Sousse,Nabeul,mercredi,14:00,23.63
67,59,0,Nabeul,Tunis,lundi,21:00,27.41
180,146,1,Tunis,Nabeul,dimanche,21:00,72.1
170,147,1,Sfax,Tunis,jeudi,17:00,72.61
117,120,1,Sousse,Bizerte,samedi,15:00,53.35
80,80,0,Sousse,Nabeul,samedi,20:00,36.46
14,12,1,Nabeul,Sfax,dimanche,08:00,11.68
207,283,0,Tunis,Nabeul,vendredi,07:00,93.77
242,258,0,Sfax,Sousse,vendredi,09:00,99.66
136,137,0,Nabeul,Sfax,vendredi,19:00,56.16
118,155,1,Ariana,Bizerte,dimanche,18:00,53.36
207,207,0,Ariana,Sfax,mercredi,07:00,88.51
284,388,0,Tunis,Bizerte,samedi,19:00,120.91
127,113,1,Tunis,Nabeul,samedi,12:00,55.15
71,86,0,Tunis,Bizerte,lundi,06:00,28.5
255,286,0,Sfax,Tunis,vendredi,07:00,110.44
161,195,1,Ariana,Sousse,jeudi,16:00,67.88
66,79,1,Sousse,Monastir,samedi,11:00,33.98
108,87,0,Ariana,Bizerte,lundi,11:00,41.24
297,314,0,Ariana,Nabeul,jeudi,17:00,123.56
223,284,0,Sfax,Monastir,mardi,21:00,91.98
85,103,0,Bizerte,Ariana,jeudi,07:00,38.94
56,49,1,Sfax,Monastir,lundi,16:00,21.74
112,123,1,Ariana,Sfax,vendredi,06:00,51.81
91,120,1,Monastir,Tunis,mardi,11:00,41.81
263,314,1,Bizerte,Tunis,lundi,12:00,109.61
210,198,0,Nabeul,Tunis,lundi,18:00,86.07
188,258,0,Sfax,Sousse,dimanche,14:00,81.64
176,242,0,Ariana,Tunis,mardi,10:00,73.92
213,190,1,Sousse,Tunis,mercredi,06:00,84.37
175,151,0,Monastir,Nabeul,samedi,12:00,73.19
97,85,0,Nabeul,Sfax,jeudi,07:00,42.05
142,174,1,Ariana,Tunis,lundi,06:00,57.41
155,196,0,Sousse,Monastir,lundi,11:00,64.48
205,213,0,Sousse,Bizerte,dimanche,14:00,82.47
261,268,0,Sfax,Sousse,mercredi,12:00,104.06
54,67,1,Sfax,Ariana,samedi,13:00,27.53
53,64,1,Tunis,Ariana,jeudi,08:00,27.54
12,10,1,Sfax,Ariana,jeudi,08:00,12.51
60,50,1,Bizerte,Monastir,mercredi,06:00,23.22
278,313,1,Sfax,Ariana,dimanche,15:00,114.82
147,143,0,Ariana,Bizerte,samedi,20:00,62.96
228,252,0,Tunis,Ariana,mercredi,17:00,95.2
33,43,1,Sfax,Nabeul,mardi,08:00,17.99
117,123,0,Bizerte,Nabeul,samedi,13:00,48.76
150,152,0,Monastir,Tunis,lundi,09:00,59.26
267,215,1,Tunis,Sousse,samedi,21:00,108.21
75,74,0,Monastir,Ariana,lundi,09:00,29.7
116,149,0,Nabeul,Tunis,samedi,16:00,52.67
225,302,0,Tunis,Nabeul,lundi,15:00,95.48
129,138,0,Bizerte,Sousse,lundi,08:00,58.46
49,51,1,Monastir,Tunis,samedi,12:00,24.4
14,15,1,Bizerte,Sousse,jeudi,13:00,5.0
126,143,1,Monastir,Sfax,mardi,09:00,52.57
40,37,0,Tunis,Nabeul,mercredi,13:00,18.47
75,101,0,Ariana,Bizerte,mardi,19:00,28.25
208,203,0,Nabeul,Sfax,lundi,14:00,83.02
100,117,1,Sfax,Monastir,vendredi,07:00,50.74
98,104,0,Nabeul,Tunis,lundi,09:00,40.52
81,92,1,Tunis,Bizerte,lundi,13:00,36.16
142,116,1,Tunis,Sfax,vendredi,07:00,63.57
252,245,1,Sfax,Nabeul,samedi,13:00,104.74
91,84,1,Monastir,Nabeul,dimanche,17:00,39.61
172,188,1,Sousse,Sfax,mardi,17:00,72.04
101,133,0,Sousse,Tunis,samedi,16:00,48.06
157,184,0,Monastir,Sfax,dimanche,09:00,65.64
137,146,0,Nabeul,Tunis,mardi,12:00,52.99
62,54,0,Ariana,Sousse,mercredi,21:00,24.62
233,285,0,Nabeul,Sfax,mardi,13:00,96.68
156,193,0,Sfax,Nabeul,lundi,15:00,63.92
48,67,0,Monastir,Ariana,mercredi,16:00,20.51
73,84,0,Ariana,Tunis,lundi,16:00,30.9
232,234,1,Ariana,Monastir,mercredi,10:00,95.67
100,85,0,Monastir,Ariana,samedi,10:00,44.25
108,121,1,Sfax,Monastir,jeudi,15:00,47.83
112,141,0,Monastir,Ariana,lundi,19:00,45.44
60,51,1,Sfax,Ariana,lundi,12:00,25.44
78,102,1,Tunis,Ariana,samedi,10:00,38.56
19,18,1,Ariana,Monastir,jeudi,09:00,9.47
94,78,1,Sfax,Tunis,mardi,09:00,40.36
239,235,1,Nabeul,Ariana,lundi,09:00,98.2
81,81,0,Bizerte,Monastir,vendredi,13:00,34.92
268,354,0,Sfax,Sousse,mardi,09:00,111.66
22,23,0,Bizerte,Ariana,lundi,18:00,14.5
164,212,1,Sfax,Nabeul,mardi,09:00,69.97
183,249,1,Nabeul,Monastir,vendredi,12:00,81.97
30,28,1,Nabeul,Tunis,mercredi,21:00,11.53
257,213,1,Sousse,Ariana,mardi,20:00,105.04
102,115,0,Bizerte,Tunis,mercredi,10:00,43.4
103,129,0,Tunis,Monastir,mercredi,10:00,43.46
46,38,0,Bizerte,Ariana,jeudi,11:00,18.59
241,210,1,Tunis,Nabeul,vendredi,12:00,99.99
23,32,0,Bizerte,Monastir,dimanche,12:00,8.76
82,79,0,Sousse,Ariana,vendredi,12:00,36.77
229,281,0,Bizerte,Nabeul,dimanche,09:00,96.3
51,47,1,Sfax,Nabeul,mercredi,11:00,23.68
34,42,0,Bizerte,Ariana,lundi,06:00,12.35
138,116,1,Bizerte,Sfax,dimanche,06:00,56.58
62,78,1,Sousse,Ariana,jeudi,08:00,33.53
91,118,1,Tunis,Ariana,lundi,18:00,43.7
33,32,0,Nabeul,Sfax,lundi,06:00,16.24
218,230,0,Monastir,Sfax,mardi,19:00,87.92
268,328,0,Sousse,Nabeul,vendredi,16:00,112.51
225,211,1,Sfax,Sousse,jeudi,10:00,91.27
33,29,0,Monastir,Sfax,samedi,16:00,15.05
33,36,1,Nabeul,Sousse,mercredi,21:00,16.35
252,236,1,Tunis,Sfax,samedi,18:00,107.85
280,338,0,Bizerte,Nabeul,mercredi,17:00,118.86
77,82,0,Monastir,Bizerte,jeudi,21:00,32.96
84,81,0,Monastir,Ariana,lundi,07:00,37.21
213,204,1,Ariana,Bizerte,jeudi,07:00,92.63
170,146,0,Ariana,Sfax,dimanche,14:00,67.53
141,158,0,Sfax,Tunis,mercredi,17:00,59.35
173,158,0,Nabeul,Bizerte,mardi,17:00,71.06
121,156,1,Bizerte,Monastir,mardi,20:00,51.26
226,250,0,Bizerte,Sousse,vendredi,06:00,93.97
31,33,0,Ariana,Tunis,mardi,09:00,13.02
190,214,1,Ariana,Bizerte,vendredi,07:00,88.22
31,29,1,Sousse,Nabeul,vendredi,07:00,19.41
112,90,0,Bizerte,Monastir,samedi,15:00,46.62
197,224,0,Sousse,Monastir,lundi,17:00,83.32
58,52,1,Nabeul,Monastir,mardi,17:00,28.88
108,101,1,Sousse,Monastir,lundi,09:00,44.53
11,9,0,Monastir,Nabeul,dimanche,16:00,5.0
149,162,1,Bizerte,Tunis,vendredi,18:00,69.73
256,216,0,Ariana,Tunis,samedi,13:00,103.96
109,144,1,Bizerte,Sfax,samedi,06:00,51.23
194,155,1,Bizerte,Nabeul,lundi,16:00,76.21
129,164,0,Ariana,Sfax,samedi,14:00,57.66
269,316,0,Ariana,Nabeul,dimanche,17:00,113.7
111,89,1,Monastir,Sfax,samedi,19:00,48.58
264,239,1,Bizerte,Ariana,mardi,18:00,111.63
101,95,1,Bizerte,Tunis,mardi,21:00,40.26
107,136,1,Sousse,Sfax,samedi,16:00,49.36
76,65,1,Nabeul,Tunis,dimanche,13:00,31.64
38,49,0,Tunis,Monastir,lundi,12:00,15.14
71,74,1,Bizerte,Monastir,vendredi,20:00,33.19
34,41,0,Sfax,Ariana,lundi,19:00,13.44
181,157,1,Sousse,Monastir,samedi,14:00,75.94
56,76,1,Monastir,Ariana,mardi,11:00,25.15
115,140,1,Nabeul,Ariana,mercredi,15:00,46.35
180,182,1,Sfax,Monastir,dimanche,21:00,73.18
64,62,0,Bizerte,Nabeul,vendredi,12:00,28.79
35,41,1,Nabeul,Sfax,samedi,21:00,21.36
195,260,1,Tunis,Monastir,mardi,21:00,82.78
20,23,1,Bizerte,Monastir,dimanche,15:00,10.72
55,65,0,Nabeul,Bizerte,dimanche,13:00,20.94
196,209,0,Sousse,Bizerte,mardi,11:00,77.74
273,362,0,Ariana,Nabeul,dimanche,09:00,115.37
124,162,0,Sousse,Monastir,mardi,16:00,49.66
220,177,1,Tunis,Bizerte,mercredi,11:00,89.78
35,37,0,Bizerte,Ariana,vendredi,21:00,16.74
176,219,0,Sfax,Monastir,jeudi,12:00,72.56
238,294,0,Sousse,Bizerte,dimanche,12:00,97.94
21,21,1,Sfax,Sousse,jeudi,14:00,10.65
229,192,0,Sousse,Sfax,lundi,13:00,87.43
278,227,0,Sousse,Nabeul,mardi,12:00,107.84
288,239,1,Tunis,Sousse,mardi,07:00,119.53
153,186,0,Tunis,Nabeul,dimanche,19:00,61.02
163,173,0,Bizerte,Monastir,samedi,11:00,69.92
55,73,1,Sfax,Tunis,samedi,19:00,28.09
225,260,0,Bizerte,Ariana,jeudi,16:00,89.66
256,238,1,Nabeul,Bizerte,mardi,09:00,103.45
79,102,1,Nabeul,Sousse,samedi,06:00,37.82
108,127,0,Ariana,Tunis,vendredi,07:00,52.09
160,171,1,Ariana,Nabeul,vendredi,08:00,73.92
242,219,0,Nabeul,Sfax,lundi,13:00,94.45
260,215,1,Tunis,Nabeul,vendredi,08:00,111.83
60,81,0,Bizerte,Ariana,mardi,13:00,24.81
239,245,1,Sfax,Bizerte,jeudi,06:00,98.88
219,302,1,Sousse,Sfax,dimanche,12:00,91.3
142,195,0,Sfax,Sousse,samedi,06:00,63.85
100,80,0,Sousse,Ariana,mercredi,19:00,40.1
219,188,0,Bizerte,Sousse,mercredi,18:00,88.29
33,34,1,Sfax,Nabeul,mercredi,16:00,14.07
148,179,1,Sfax,Bizerte,samedi,18:00,70.35
152,159,1,Bizerte,Nabeul,mercredi,15:00,64.67
217,288,1,Bizerte,Ariana,vendredi,16:00,93.77
161,129,1,Tunis,Monastir,mardi,12:00,66.4
40,51,1,Monastir,Sousse,lundi,18:00,23.02
96,84,0,Sousse,Monastir,mercredi,07:00,40.47
292,399,1,Monastir,Sfax,samedi,14:00,126.32
37,49,0,Sousse,Tunis,vendredi,21:00,18.44
177,177,0,Tunis,Bizerte,vendredi,08:00,78.54
257,289,0,Bizerte,Ariana,jeudi,06:00,105.22
167,148,0,Sfax,Tunis,mercredi,06:00,66.04
170,163,1,Tunis,Sousse,mercredi,09:00,67.88
174,241,1,Sousse,Bizerte,jeudi,09:00,75.01
236,195,0,Sousse,Bizerte,mardi,15:00,91.94
30,30,1,Sousse,Nabeul,lundi,19:00,10.95
264,340,1,Tunis,Sfax,dimanche,21:00,114.57
34,37,1,Ariana,Tunis,vendredi,06:00,17.78
234,262,0,Nabeul,Tunis,jeudi,20:00,93.41
22,20,1,Ariana,Nabeul,mardi,13:00,9.51
287,275,0,Sfax,Monastir,mardi,20:00,114.25
184,160,1,Sousse,Nabeul,samedi,16:00,77.4
113,141,1,Nabeul,Monastir,mercredi,15:00,49.22
225,253,1,Sfax,Ariana,mardi,07:00,96.52
214,280,0,Monastir,Tunis,mardi,17:00,94.06
98,84,1,Tunis,Ariana,jeudi,13:00,40.31
181,158,1,Sfax,Tunis,jeudi,12:00,73.37
187,219,0,Ariana,Sfax,mercredi,11:00,76.83
223,221,1,Tunis,Nabeul,lundi,15:00,91.99
289,370,1,Sousse,Sfax,jeudi,15:00,122.04
69,67,0,Sfax,Sousse,mercredi,12:00,29.03
38,47,1,Monastir,Bizerte,jeudi,06:00,16.5
286,389,0,Tunis,Monastir,mercredi,07:00,123.77
195,218,1,Monastir,Bizerte,mercredi,16:00,83.15
86,110,1,Tunis,Ariana,mercredi,15:00,38.17
247,205,1,Tunis,Nabeul,vendredi,07:00,103.16
198,244,0,Sfax,Sousse,samedi,10:00,83.03
228,306,1,Sousse,Bizerte,mardi,19:00,93.96
205,284,1,Ariana,Tunis,lundi,09:00,87.69
20,19,1,Tunis,Sousse,mardi,10:00,9.65
89,108,0,Nabeul,Monastir,dimanche,06:00,34.67
25,28,1,Bizerte,Sfax,jeudi,21:00,13.7
237,229,1,Tunis,Sfax,vendredi,07:00,101.58
143,153,1,Sousse,Monastir,jeudi,09:00,59.2
268,293,0,Nabeul,Bizerte,dimanche,08:00,112.72
64,72,1,Monastir,Sousse,lundi,16:00,28.24
246,322,1,Sousse,Monastir,lundi,15:00,105.38
191,173,0,Bizerte,Tunis,samedi,13:00,77.09
294,257,0,Bizerte,Sfax,samedi,16:00,120.49
241,226,1,Sousse,Monastir,dimanche,18:00,101.56
297,243,1,Tunis,Monastir,samedi,16:00,121.46
46,56,1,Monastir,Bizerte,mardi,11:00,20.09
191,229,0,Bizerte,Sousse,mardi,12:00,78.22
62,53,0,Tunis,Bizerte,jeudi,13:00,24.43
96,83,0,Sousse,Tunis,mardi,06:00,39.98
110,101,0,Monastir,Sousse,vendredi,07:00,49.34
139,162,1,Monastir,Ariana,mardi,13:00,58.86
223,303,0,Nabeul,Sfax,mercredi,11:00,93.37
203,175,0,Sousse,Bizerte,dimanche,19:00,81.58
148,187,0,Nabeul,Ariana,dimanche,12:00,61.93
190,234,1,Tunis,Sfax,dimanche,06:00,78.73
84,68,0,Ariana,Sousse,vendredi,10:00,35.68
160,163,1,Sfax,Bizerte,lundi,08:00,73.3
18,16,0,Bizerte,Ariana,dimanche,10:00,7.32
52,46,1,Sousse,Nabeul,vendredi,18:00,28.72
223,179,1,Sousse,Sfax,mardi,06:00,88.32
267,329,0,Tunis,Sousse,mardi,17:00,113.16
144,124,1,Monastir,Bizerte,samedi,12:00,60.58
271,258,1,Ariana,Bizerte,lundi,11:00,111.2
238,204,1,Tunis,Ariana,mardi,16:00,94.22
283,369,0,Tunis,Sousse,samedi,12:00,121.21
165,192,0,Ariana,Sfax,mardi,06:00,68.47
243,207,0,Nabeul,Bizerte,dimanche,09:00,95.14
51,48,1,Nabeul,Tunis,vendredi,15:00,26.8
145,159,0,Monastir,Ariana,jeudi,10:00,57.71
109,137,0,Ariana,Tunis,lundi,09:00,45.23
72,73,0,Bizerte,Ariana,mardi,06:00,26.24
235,238,1,Monastir,Nabeul,lundi,20:00,95.41
62,54,1,Nabeul,Sousse,dimanche,07:00,28.67
121,133,1,Monastir,Tunis,lundi,18:00,55.17
232,239,1,Tunis,Sousse,jeudi,13:00,96.43
92,109,0,Sousse,Sfax,lundi,07:00,38.89
198,184,1,Ariana,Nabeul,mardi,20:00,78.47
67,73,0,Ariana,Sousse,dimanche,14:00,25.39
243,195,1,Monastir,Bizerte,mardi,17:00,101.35
117,132,0,Sfax,Sousse,samedi,11:00,49.8
113,98,1,Nabeul,Tunis,jeudi,12:00,44.94
156,182,0,Monastir,Nabeul,mercredi,15:00,63.59
31,27,0,Sousse,Sfax,mercredi,18:00,17.74
267,221,1,Ariana,Bizerte,mardi,10:00,106.06
230,313,1,Nabeul,Bizerte,dimanche,13:00,97.26
210,251,0,Nabeul,Tunis,dimanche,13:00,89.36
192,242,1,Sousse,Bizerte,mardi,07:00,87.1
120,157,0,Bizerte,Tunis,samedi,06:00,53.21
164,137,1,Ariana,Tunis,mercredi,17:00,72.13
298,317,1,Sfax,Monastir,vendredi,08:00,128.86
66,56,0,Monastir,Tunis,dimanche,18:00,31.49
96,99,0,Nabeul,Monastir,mercredi,18:00,40.93
199,169,1,Nabeul,Sousse,samedi,11:00,84.65
287,364,1,Sousse,Nabeul,jeudi,11:00,120.72
47,53,0,Sousse,Nabeul,lundi,16:00,18.84
228,184,1,Nabeul,Sfax,mardi,08:00,97.07
282,375,1,Sfax,Tunis,mardi,07:00,123.62
230,222,1,Monastir,Nabeul,mardi,21:00,94.01
195,231,1,Sousse,Nabeul,vendredi,17:00,86.78
271,317,0,Nabeul,Sousse,jeudi,08:00,113.74
248,210,1,Sfax,Monastir,vendredi,16:00,101.98
242,252,1,Ariana,Monastir,dimanche,19:00,98.77
226,278,1,Sfax,Ariana,jeudi,11:00,95.75
173,191,1,Monastir,Sousse,vendredi,16:00,77.3
262,254,1,Ariana,Bizerte,vendredi,06:00,108.68
189,225,0,Sfax,Sousse,mardi,18:00,82.14
144,138,0,Bizerte,Sousse,samedi,19:00,60.99
234,224,1,Monastir,Ariana,vendredi,12:00,98.11
137,121,0,Tunis,Monastir,vendredi,16:00,56.64
71,98,1,Bizerte,Nabeul,mardi,08:00,34.23
161,216,1,Nabeul,Bizerte,jeudi,12:00,68.16
150,176,1,Sousse,Nabeul,lundi,13:00,60.56
232,255,0,Monastir,Ariana,vendredi,08:00,102.52
285,384,0,Sousse,Ariana,samedi,09:00,122.71
279,258,0,Tunis,Ariana,lundi,15:00,110.27
94,107,0,Sfax,Monastir,jeudi,12:00,39.32
108,144,0,Sfax,Ariana,jeudi,16:00,48.59
76,106,0,Sfax,Tunis,jeudi,19:00,32.65
61,76,1,Bizerte,Sfax,dimanche,17:00,28.61
213,205,1,Sfax,Tunis,lundi,09:00,86.52
73,97,0,Sousse,Nabeul,vendredi,06:00,35.14
123,162,0,Sfax,Tunis,lundi,14:00,51.6
175,183,0,Ariana,Tunis,samedi,21:00,76.55
114,142,0,Ariana,Tunis,lundi,16:00,48.41
88,80,1,Bizerte,Sfax,mercredi,14:00,36.22
185,190,0,Sousse,Ariana,lundi,17:00,79.49
15,20,0,Sfax,Monastir,samedi,16:00,10.23
125,104,1,Sousse,Nabeul,mardi,08:00,53.62
219,226,0,Bizerte,Sfax,vendredi,11:00,91.24
105,115,1,Nabeul,Ariana,jeudi,06:00,44.8
193,211,0,Nabeul,Bizerte,vendredi,19:00,81.25
101,118,1,Nabeul,Sousse,dimanche,09:00,41.76
196,259,1,Nabeul,Sfax,vendredi,13:00,86.75
55,67,1,Tunis,Ariana,mercredi,17:00,30.03
113,119,0,Sfax,Bizerte,samedi,18:00,55.99
63,73,1,Tunis,Sfax,mercredi,08:00,32.64
144,120,0,Monastir,Sfax,samedi,20:00,58.98
140,131,1,Monastir,Bizerte,lundi,11:00,55.64
167,228,1,Ariana,Tunis,samedi,08:00,77.6
54,60,0,Nabeul,Ariana,lundi,06:00,20.56
276,328,0,Monastir,Sousse,lundi,10:00,114.08
199,236,1,Tunis,Bizerte,mercredi,20:00,81.91
213,186,0,Sfax,Sousse,lundi,16:00,83.92
91,92,1,Sousse,Bizerte,dimanche,18:00,43.42
180,189,0,Bizerte,Nabeul,lundi,09:00,72.43
246,240,1,Ariana,Bizerte,mardi,15:00,99.22
286,251,1,Ariana,Monastir,lundi,13:00,112.58
34,30,1,Sfax,Nabeul,samedi,11:00,17.42
234,325,1,Monastir,Ariana,lundi,20:00,101.07
20,16,0,Nabeul,Monastir,mercredi,17:00,12.68
150,196,1,Nabeul,Tunis,mercredi,10:00,65.3
238,197,1,Sfax,Sousse,mardi,17:00,101.17
24,26,1,Sfax,Nabeul,samedi,16:00,15.77
205,190,1,Tunis,Sousse,vendredi,19:00,86.38
90,111,1,Sfax,Monastir,vendredi,14:00,42.4
28,23,1,Monastir,Ariana,vendredi,20:00,16.24
212,287,0,Bizerte,Sousse,lundi,07:00,94.35
35,29,0,Monastir,Bizerte,samedi,13:00,16.7
203,236,1,Nabeul,Sousse,samedi,14:00,89.51
122,138,0,Sousse,Sfax,jeudi,11:00,49.54
162,197,0,Sousse,Tunis,mardi,08:00,67.92
124,117,1,Monastir,Sousse,dimanche,19:00,48.35
61,58,0,Ariana,Tunis,mardi,12:00,23.24
215,208,0,Monastir,Tunis,lundi,13:00,84.16
269,272,1,Nabeul,Ariana,mercredi,16:00,108.92
158,179,0,Tunis,Ariana,lundi,10:00,66.09
176,141,1,Tunis,Sousse,lundi,15:00,69.47
65,86,0,Nabeul,Monastir,mercredi,11:00,26.81
17,19,0,Tunis,Sfax,vendredi,19:00,9.03
284,387,0,Tunis,Sfax,dimanche,20:00,118.76
159,166,0,Nabeul,Monastir,jeudi,20:00,65.57
150,124,1,Sousse,Monastir,jeudi,11:00,59.59
161,195,0,Tunis,Sousse,lundi,12:00,64.17
103,106,0,Ariana,Nabeul,dimanche,15:00,40.85
186,210,0,Sfax,Nabeul,dimanche,11:00,74.83
212,235,1,Ariana,Bizerte,samedi,07:00,96.04
52,47,0,Ariana,Tunis,mardi,12:00,20.64
195,226,0,Tunis,Sousse,samedi,08:00,85.28
134,141,1,Sousse,Monastir,dimanche,07:00,60.91
60,59,1,Monastir,Sousse,samedi,13:00,28.34
115,144,1,Sousse,Sfax,samedi,08:00,52.63
45,43,1,Sfax,Nabeul,vendredi,08:00,27.7
48,51,1,Monastir,Bizerte,mardi,14:00,24.1
61,68,0,Bizerte,Ariana,mardi,14:00,28.07
161,172,0,Ariana,Nabeul,lundi,15:00,65.54
262,223,1,Bizerte,Ariana,mercredi,09:00,103.2
207,276,0,Tunis,Sfax,mardi,11:00,87.32
212,221,1,Sfax,Sousse,jeudi,15:00,85.99
66,86,0,Monastir,Ariana,mardi,12:00,28.31
91,90,1,Ariana,Tunis,mardi,18:00,45.18
52,49,1,Sfax,Nabeul,jeudi,12:00,20.3
103,90,0,Monastir,Bizerte,mardi,09:00,37.54
222,277,0,Nabeul,Sfax,samedi,12:00,95.82
158,198,0,Sousse,Ariana,mardi,12:00,64.96
138,121,0,Tunis,Sousse,lundi,19:00,55.34
289,371,0,Tunis,Sfax,jeudi,07:00,126.61
214,203,1,Sfax,Tunis,vendredi,10:00,91.98
203,226,1,Ariana,Nabeul,vendredi,13:00,87.88
172,169,0,Tunis,Ariana,lundi,16:00,69.44
195,202,1,Monastir,Ariana,jeudi,06:00,81.26
147,187,1,Ariana,Bizerte,lundi,15:00,59.68
213,256,1,Tunis,Nabeul,jeudi,19:00,89.13
35,41,1,Sfax,Sousse,dimanche,08:00,17.57
262,336,1,Tunis,Nabeul,samedi,19:00,115.14
138,187,0,Monastir,Sfax,mercredi,13:00,57.21
177,177,0,Nabeul,Tunis,vendredi,06:00,74.95
213,187,0,Sfax,Ariana,samedi,21:00,85.43
210,187,1,Sfax,Ariana,mardi,15:00,82.6
281,355,0,Sfax,Sousse,mercredi,08:00,119.58
220,274,0,Sousse,Monastir,mercredi,12:00,89.49
71,57,0,Tunis,Sousse,mercredi,18:00,31.98
170,223,0,Monastir,Ariana,dimanche,06:00,68.38
211,212,1,Tunis,Bizerte,lundi,12:00,86.12
46,52,0,Sousse,Ariana,dimanche,16:00,17.02
67,58,1,Nabeul,Monastir,samedi,12:00,31.08
44,57,0,Sfax,Nabeul,dimanche,17:00,23.08
197,245,0,Ariana,Monastir,dimanche,13:00,81.71
114,99,1,Monastir,Nabeul,dimanche,10:00,46.04
245,262,0,Nabeul,Ariana,samedi,09:00,101.47
171,239,1,Sousse,Sfax,mercredi,06:00,74.02
197,176,0,Bizerte,Sousse,mardi,17:00,80.78
178,200,1,Nabeul,Bizerte,jeudi,15:00,73.78
57,63,1,Ariana,Sfax,lundi,14:00,26.26
217,195,1,Ariana,Sousse,mercredi,14:00,87.06
110,117,1,Nabeul,Sousse,mardi,09:00,46.93
19,15,1,Sfax,Nabeul,vendredi,08:00,18.67
280,277,0,Sousse,Monastir,jeudi,07:00,112.65
147,186,1,Sfax,Monastir,mercredi,11:00,63.36
240,310,1,Bizerte,Nabeul,vendredi,20:00,105.03
74,63,0,Sfax,Monastir,lundi,07:00,30.34
232,324,0,Sousse,Ariana,dimanche,10:00,96.99
116,103,1,Ariana,Nabeul,mardi,10:00,47.46
132,168,0,Tunis,Sousse,vendredi,19:00,55.35
19,24,0,Nabeul,Sfax,jeudi,20:00,9.46
39,32,0,Sfax,Bizerte,mardi,14:00,14.17
29,37,1,Tunis,Monastir,mardi,19:00,13.46
63,85,0,Monastir,Nabeul,lundi,09:00,25.54
274,352,1,Monastir,Bizerte,lundi,21:00,116.17
287,266,1,Monastir,Nabeul,dimanche,13:00,115.78
203,225,1,Tunis,Monastir,lundi,20:00,82.94
24,26,1,Monastir,Tunis,mercredi,18:00,18.23
55,55,0,Bizerte,Sfax,mardi,14:00,24.03
126,122,1,Monastir,Sfax,dimanche,08:00,53.93
286,330,1,Tunis,Ariana,mardi,08:00,120.6
205,191,1,Nabeul,Ariana,dimanche,21:00,80.03
154,186,0,Bizerte,Sfax,samedi,13:00,64.08
113,133,0,Monastir,Sfax,jeudi,10:00,47.4
163,152,0,Bizerte,Sousse,samedi,07:00,68.81
22,21,1,Nabeul,Tunis,dimanche,21:00,11.22
153,136,0,Tunis,Sfax,vendredi,11:00,62.07
94,94,1,Nabeul,Sousse,dimanche,18:00,43.61
121,110,1,Sousse,Sfax,mardi,18:00,56.68
114,91,1,Sfax,Monastir,jeudi,17:00,50.25
141,152,1,Bizerte,Sousse,samedi,15:00,65.13
178,238,1,Sousse,Nabeul,lundi,19:00,75.86
29,29,1,Sousse,Nabeul,mardi,17:00,16.1
113,90,1,Bizerte,Nabeul,mardi,09:00,45.99
219,230,0,Monastir,Bizerte,lundi,13:00,89.4
145,171,0,Bizerte,Nabeul,lundi,17:00,63.93
245,203,0,Sfax,Nabeul,dimanche,19:00,97.18
18,19,0,Bizerte,Nabeul,mardi,06:00,6.29
174,145,1,Monastir,Nabeul,dimanche,06:00,69.1
212,265,1,Nabeul,Tunis,lundi,15:00,88.02
164,183,1,Monastir,Nabeul,samedi,08:00,76.57
249,224,1,Nabeul,Monastir,dimanche,20:00,100.14
148,121,0,Nabeul,Bizerte,lundi,06:00,55.64
265,349,1,Sfax,Tunis,samedi,13:00,114.01
48,50,0,Sousse,Nabeul,samedi,19:00,22.18
86,85,0,Nabeul,Monastir,mardi,20:00,33.38
75,82,1,Sousse,Sfax,mardi,18:00,37.54
151,181,1,Bizerte,Sousse,dimanche,20:00,61.42
152,173,0,Monastir,Tunis,jeudi,09:00,60.85
52,55,0,Bizerte,Ariana,samedi,09:00,25.08
134,173,1,Monastir,Nabeul,mardi,14:00,55.91
186,227,0,Tunis,Nabeul,mardi,08:00,83.14
58,64,0,Ariana,Monastir,samedi,08:00,30.17
288,375,0,Sousse,Sfax,jeudi,19:00,121.1
208,180,1,Monastir,Ariana,dimanche,07:00,86.86
258,291,0,Ariana,Nabeul,mardi,10:00,105.07
166,207,0,Ariana,Nabeul,dimanche,13:00,67.1
75,82,0,Sfax,Monastir,mardi,09:00,29.81
290,377,1,Sfax,Nabeul,lundi,19:00,123.93
70,75,1,Nabeul,Sfax,samedi,11:00,33.14
255,208,1,Monastir,Tunis,mardi,11:00,100.81
140,119,1,Sfax,Sousse,lundi,13:00,58.63
219,228,1,Bizerte,Ariana,mardi,11:00,89.67
120,113,0,Bizerte,Ariana,samedi,19:00,51.66
292,302,0,Sfax,Bizerte,samedi,09:00,119.27
280,313,0,Sfax,Tunis,lundi,18:00,119.49
85,102,0,Monastir,Nabeul,mardi,16:00,35.98
176,204,0,Bizerte,Nabeul,jeudi,14:00,70.88
288,234,1,Sfax,Sousse,mardi,10:00,114.23
61,57,1,Sousse,Ariana,jeudi,16:00,26.03
202,199,0,Sfax,Tunis,vendredi,15:00,84.34
118,99,1,Tunis,Sfax,mercredi,07:00,54.2
