id_offre;titre;description;domaine;lieu;remuneration;duree;etat;visibilite;has_image;date_publication;description_length;titre_length;nb_postulations;nb_postulations_acceptees;nb_postulations_refusees;nb_favoris;has_entretien
3160;Stage audit interne et contrôle - GitHub / tourisme / ESN (Tunis #3160);Opportunité de stage au sein d'une structure en croissance, orientée résultats. Contexte: stage 24 semaines, basé à Tunis, sur une application de gestion interne. Collaboration quotidienne avec les équipes locales et, selon le projet, des partenaires internationaux. Missions principales: mettre à jour des tableaux de trésorerie et prévisions, contribuer à des missions d'audit et de contrôle interne, préparer des rapprochements bancaires et états financiers. Compétences attendues: Capacité d'analyse et sens de la confidentialité. Connaissance des bases comptables et du reporting. Cadre de travail: méthode OKR, échanges en anglais, et objectifs mesurables. Vous contribuerez à fiabiliser les chiffres, documenter les hypothèses et produire des synthèses compréhensibles pour la direction. Rémunération prévue: 1634 DT. Référence offre: TN-INT-3160. Une attestation de stage et une lettre de recommandation peuvent être délivrées en fin de mission.;Finance;Tunis;1634;24;disponible;1;1;2025-09-01;953;71;23;2;5;53;0
3161;Stage RH data & reporting - Reporting / industrie (Sousse #3161);Nous recherchons un(e) stagiaire motivé(e) pour renforcer notre équipe. Contexte: stage 8 semaines, basé à Sousse, sur un tableau de bord KPI multi-sites. Collaboration quotidienne avec les équipes locales et, selon le projet, des partenaires internationaux. Missions principales: aider à la rédaction de procédures et supports internes, suivre des indicateurs RH et produire des tableaux de bord, mettre à jour la base RH et les dossiers administratifs. Compétences attendues: Capacité à gérer plusieurs sujets en parallèle. Intérêt pour le recrutement, la formation et les processus. Cadre de travail: méthode Scrum, échanges en français, et objectifs mesurables. Vous serez sensibilisé(e) à la confidentialité, au suivi des processus et à l'expérience candidat/collaborateur. Rémunération prévue: 1043 DT. Référence offre: TN-INT-3161. Nous valorisons la curiosité, la rigueur et la capacité à apprendre rapidement.;RH;Sousse;1043;8;indisponible;0;0;2024-02-20;918;64;16;2;1;33;0
3162;Stage relations sociales et CSE - Recrutement (Sousse #3162);Nous recherchons un(e) stagiaire motivé(e) pour renforcer notre équipe. Contexte: stage 4 semaines, basé à Sousse, sur une plateforme e-commerce. Vous travaillerez avec une équipe pluridisciplinaire (produit, technique, métier) et un tuteur dédié. Missions principales: assister les managers sur les besoins en recrutement, aider à la rédaction de procédures et supports internes, sourcer des candidats et organiser des entretiens de présélection. Compétences attendues: Capacité à gérer plusieurs sujets en parallèle. Bon relationnel, organisation et discrétion. Cadre de travail: méthode Scrum, échanges en français, et objectifs mesurables. Vous serez sensibilisé(e) à la confidentialité, au suivi des processus et à l'expérience candidat/collaborateur. Rémunération prévue: 1149 DT. Référence offre: TN-INT-3162. Ce stage peut déboucher sur une proposition de pré-embauche selon performance et besoins.;RH;Sousse;1149;4;disponible;0;0;2025-12-19;906;60;9;3;0;20;1
3163;Stage fiscalité et déclarations - GCP (Sousse #3163);Nous recherchons un(e) stagiaire motivé(e) pour renforcer notre équipe. Contexte: stage 2 semaines, basé à Sousse, sur une plateforme e-commerce. Ambiance startup, cycles courts, et forte culture d'amélioration continue. Missions principales: analyser des indicateurs de rentabilité et coûts, préparer des rapprochements bancaires et états financiers, aider à la préparation des déclarations et dossiers. Compétences attendues: Power BI ou SQL est un plus. Connaissance des bases comptables et du reporting. Cadre de travail: méthode Kanban, échanges en français, et objectifs mesurables. Vous contribuerez à fiabiliser les chiffres, documenter les hypothèses et produire des synthèses compréhensibles pour la direction. Rémunération prévue: 1413 DT. Référence offre: TN-INT-3163. Vous gagnerez une expérience solide et directement valorisable sur le marché tunisien.;Finance;Sousse;1413;2;disponible;1;1;2025-02-20;867;52;28;3;7;54;1
3164;Stage analyste financier et reporting - AWS (Sousse #3164);Dans le cadre de l'accélération de nos projets, nous recrutons un(e) stagiaire. Contexte: stage 3 semaines, basé à Sousse, sur un outil de reporting décisionnel. Collaboration quotidienne avec les équipes locales et, selon le projet, des partenaires internationaux. Missions principales: contribuer à des missions d'audit et de contrôle interne, analyser des indicateurs de rentabilité et coûts, aider à la préparation des déclarations et dossiers. Compétences attendues: Bonne maîtrise d'Excel et rigueur sur les chiffres. Connaissance des bases comptables et du reporting. Cadre de travail: méthode Kanban, échanges en français, et objectifs mesurables. Vous contribuerez à fiabiliser les chiffres, documenter les hypothèses et produire des synthèses compréhensibles pour la direction. Rémunération prévue: 1432 DT. Référence offre: TN-INT-3164. Nous valorisons la curiosité, la rigueur et la capacité à apprendre rapidement.;Finance;Sousse;1432;3;disponible;1;1;2024-11-28;927;58;20;7;5;35;1
3165;Stage designer graphique print et digital - Print / immobilier / scale-up (Remote #3165);Nous recherchons un(e) stagiaire motivé(e) pour renforcer notre équipe. Contexte: stage 2 semaines, basé à Remote, sur un tableau de bord KPI multi-sites. Vous évoluerez dans une équipe structurée avec des rituels Agile et des objectifs clairs. Missions principales: concevoir des maquettes UI/UX (wireframes, prototypes), préparer des assets pour le web et le print, produire un mini design system (typo, couleurs, composants). Compétences attendues: Bonne connaissance de Photoshop/Illustrator ou équivalents. Maîtrise de Figma et des bases de la conception UI/UX. Cadre de travail: méthode design thinking, échanges en anglais, et objectifs mesurables. Vous travaillerez sur des versions successives de maquettes et livrables, avec tests rapides et itérations suite aux retours. Rémunération prévue: 1153 DT. Référence offre: TN-INT-3165. Ce stage peut déboucher sur une proposition de pré-embauche selon performance et besoins.;Design;Remote;1153;2;disponible;0;1;2025-10-30;931;88;22;8;6;52;1
3166;Stage commercial B2B et prospection - B2B / retail (Ariana #3166);Rejoignez notre équipe en tant que stagiaire et participez à des projets concrets. Contexte: stage 10 semaines, basé à Ariana, sur un projet client à livrer en itérations. Vous évoluerez dans une équipe structurée avec des rituels Agile et des objectifs clairs. Missions principales: prospecter des entreprises et qualifier des leads, participer à des salons et rendez-vous clients, suivre le pipeline CRM et relancer les prospects, gérer une partie du portefeuille clients et la satisfaction. Compétences attendues: Bonne organisation et suivi (CRM). Sens de la négociation et orientation résultats. Cadre de travail: méthode Agile, échanges en anglais, et objectifs mesurables. Vous développerez votre approche commerciale, du premier contact à la proposition, avec suivi dans un CRM. Rémunération prévue: 1057 DT. Référence offre: TN-INT-3166. Ce stage peut déboucher sur une proposition de pré-embauche selon performance et besoins.;Commerce;Ariana;1057;10;disponible;1;0;2025-03-26;936;65;13;1;1;35;0
3167;Stage designer packaging et branding - UX / retail (Tunis #3167);Stage passionnant dans un environnement bienveillant et exigeant. Contexte: stage 6 semaines, basé à Tunis, sur une application de gestion interne. Vous travaillerez avec une équipe pluridisciplinaire (produit, technique, métier) et un tuteur dédié. Missions principales: collaborer avec les développeurs pour l'intégration, réaliser des animations courtes pour vidéos et stories, produire un mini design system (typo, couleurs, composants). Compétences attendues: Maîtrise de Figma et des bases de la conception UI/UX. Capacité à itérer rapidement à partir de feedback. Cadre de travail: méthode Lean, échanges en français, et objectifs mesurables. Vous travaillerez sur des versions successives de maquettes et livrables, avec tests rapides et itérations suite aux retours. Rémunération prévue: 1140 DT. Référence offre: TN-INT-3167. Vous gagnerez une expérience solide et directement valorisable sur le marché tunisien.;Design;Tunis;1140;6;disponible;0;1;2025-10-22;922;64;22;8;4;56;1
3168;Stage illustrateur digital - UI / industrie / agence (Ariana #3168);Rejoignez notre équipe en tant que stagiaire et participez à des projets concrets. Contexte: stage 2 semaines, basé à Ariana, sur un tableau de bord KPI multi-sites. Vous évoluerez dans une équipe structurée avec des rituels Agile et des objectifs clairs. Missions principales: produire un mini design system (typo, couleurs, composants), créer des visuels pour les réseaux sociaux et campagnes, collaborer avec les développeurs pour l'intégration. Compétences attendues: Capacité à itérer rapidement à partir de feedback. Sens du détail, typographie et cohérence visuelle. Cadre de travail: méthode Agile, échanges en anglais, et objectifs mesurables. Vous travaillerez sur des versions successives de maquettes et livrables, avec tests rapides et itérations suite aux retours. Rémunération prévue: 1386 DT. Référence offre: TN-INT-3168. Merci d'envoyer votre CV et, si possible, des exemples de travaux (portfolio, GitHub, etc.).;Design;Ariana;1386;2;disponible;1;1;2025-10-09;931;67;24;5;4;65;1
3169;Stage Machine Learning Engineer - GitHub / immobilier (Sfax #3169);Dans le cadre de l'accélération de nos projets, nous recrutons un(e) stagiaire. Contexte: stage 1 semaines, basé à Sfax, sur une refonte de site vitrine orientée conversion. Vous évoluerez dans une équipe structurée avec des rituels Agile et des objectifs clairs. Missions principales: développer des API REST et intégrer des services externes, implémenter de nouvelles fonctionnalités sur une application web, concevoir des scripts d'automatisation et de monitoring. Compétences attendues: Une expérience avec Docker ou Linux est un plus. Notions de Git, tests unitaires et bonnes pratiques de code. Cadre de travail: méthode Kanban, échanges en anglais, et objectifs mesurables. Vous manipulerez des environnements de développement, des revues de code, et des tickets Jira/Trello selon l'organisation. Rémunération prévue: 1412 DT. Référence offre: TN-INT-3169. Merci d'envoyer votre CV et, si possible, des exemples de travaux (portfolio, GitHub, etc.).;Informatique;Sfax;1412;1;indisponible;1;1;2025-01-31;956;66;22;4;6;38;1
3170;Stage gestion de trésorerie - Docker / retail (Sousse #3170);Opportunité de stage au sein d'une structure en croissance, orientée résultats. Contexte: stage 4 semaines, basé à Sousse, sur un pilote d'automatisation de process. Ambiance startup, cycles courts, et forte culture d'amélioration continue. Missions principales: mettre à jour des tableaux de trésorerie et prévisions, aider à la préparation des déclarations et dossiers, automatiser des reportings sur Excel/Power BI, préparer des rapprochements bancaires et états financiers. Compétences attendues: Capacité d'analyse et sens de la confidentialité. Connaissance des bases comptables et du reporting. Cadre de travail: méthode Kanban, échanges en français, et objectifs mesurables. Vous contribuerez à fiabiliser les chiffres, documenter les hypothèses et produire des synthèses compréhensibles pour la direction. Rémunération prévue: 1510 DT. Référence offre: TN-INT-3170. Une attestation de stage et une lettre de recommandation peuvent être délivrées en fin de mission.;Finance;Sousse;1510;4;disponible;1;1;2024-03-14;973;60;28;3;2;67;1
3171;Stage illustrateur digital - Figma (Sfax #3171);Rejoignez notre équipe en tant que stagiaire et participez à des projets concrets. Contexte: stage 2 semaines, basé à Sfax, sur une plateforme e-commerce. Collaboration quotidienne avec les équipes locales et, selon le projet, des partenaires internationaux. Missions principales: créer des visuels pour les réseaux sociaux et campagnes, concevoir des maquettes UI/UX (wireframes, prototypes), préparer des assets pour le web et le print. Compétences attendues: Bonne connaissance de Photoshop/Illustrator ou équivalents. Capacité à itérer rapidement à partir de feedback. Cadre de travail: méthode Agile, échanges en français, et objectifs mesurables. Vous travaillerez sur des versions successives de maquettes et livrables, avec tests rapides et itérations suite aux retours. Rémunération prévue: 1294 DT. Référence offre: TN-INT-3171. Vous gagnerez une expérience solide et directement valorisable sur le marché tunisien.;Design;Sfax;1294;2;disponible;0;1;2025-10-13;925;47;27;7;5;59;1
3172;Stage ingénieur énergie et efficacité - Adobe XD / SaaS (Ariana #3172);Dans le cadre de l'accélération de nos projets, nous recrutons un(e) stagiaire. Contexte: stage 24 semaines, basé à Ariana, sur un outil de reporting décisionnel. Ambiance startup, cycles courts, et forte culture d'amélioration continue. Missions principales: travailler sur des automatismes et capteurs (schémas, tests), mettre en place des démarches qualité et plans de contrôle, participer à un projet d'optimisation énergétique. Compétences attendues: Capacité à analyser des données de tests et à documenter. CAO/DAO (SolidWorks/AutoCAD) est un plus. Cadre de travail: méthode OKR, échanges en français, et objectifs mesurables. Vous participerez à la collecte de mesures, au respect des standards, et à la rédaction de notes techniques. Rémunération prévue: 1886 DT. Référence offre: TN-INT-3172. Une attestation de stage et une lettre de recommandation peuvent être délivrées en fin de mission.;Ingénierie;Ariana;1886;24;disponible;1;1;2024-06-07;901;70;26;5;2;52;0
3173;Stage administration du personnel - Recrutement / media (Remote #3173);Rejoignez notre équipe en tant que stagiaire et participez à des projets concrets. Contexte: stage 9 semaines, basé à Remote, sur un module de réservation et paiement. Ambiance startup, cycles courts, et forte culture d'amélioration continue. Missions principales: contribuer à la préparation de la paie (données variables), suivre des indicateurs RH et produire des tableaux de bord, participer à la mise en place d'un plan de formation, animer des actions de marque employeur (événements, contenu). Compétences attendues: Capacité à gérer plusieurs sujets en parallèle. Aisance sur Excel et outils bureautiques. Cadre de travail: méthode Kanban, échanges en anglais, et objectifs mesurables. Vous serez sensibilisé(e) à la confidentialité, au suivi des processus et à l'expérience candidat/collaborateur. Rémunération prévue: 866 DT. Référence offre: TN-INT-3173. Merci d'envoyer votre CV et, si possible, des exemples de travaux (portfolio, GitHub, etc.).;RH;Remote;866;9;disponible;1;0;2024-10-28;958;70;24;5;6;53;0
3174;Stage développeur PHP Laravel - Power BI / éducation / industrie (Ariana #3174);Dans le cadre de l'accélération de nos projets, nous recrutons un(e) stagiaire. Contexte: stage 8 semaines, basé à Ariana, sur une refonte de site vitrine orientée conversion. Vous évoluerez dans une équipe structurée avec des rituels Agile et des objectifs clairs. Missions principales: implémenter de nouvelles fonctionnalités sur une application web, mettre en place des pipelines CI/CD et des environnements Docker, améliorer les performances et la qualité du code (tests, refactor), contribuer à un module d'authentification et gestion des rôles. Compétences attendues: Bonne maîtrise de Python et des bases web (HTTP, REST). Une expérience avec Docker ou Linux est un plus. Cadre de travail: méthode Kanban, échanges en anglais, et objectifs mesurables. Vous manipulerez des environnements de développement, des revues de code, et des tickets Jira/Trello selon l'organisation. Rémunération prévue: 1745 DT. Référence offre: TN-INT-3174. Ce stage peut déboucher sur une proposition de pré-embauche selon performance et besoins.;Informatique;Ariana;1745;8;disponible;1;0;2025-12-12;1032;79;24;3;6;61;0
3175;Stage ingénieur mécanique conception - GCP (Sfax #3175);Nous recherchons un(e) stagiaire motivé(e) pour renforcer notre équipe. Contexte: stage 4 semaines, basé à Sfax, sur un outil de reporting décisionnel. Encadré(e) par un mentor, vous aurez une autonomie progressive et des feedbacks hebdomadaires. Missions principales: contribuer à la maintenance préventive et corrective, modéliser des solutions sur logiciel CAO/DAO, participer à la conception et au dimensionnement de pièces/systèmes. Compétences attendues: Bases solides en mécanique/électrique/industriel selon profil. CAO/DAO (SolidWorks/AutoCAD) est un plus. Cadre de travail: méthode OKR, échanges en anglais, et objectifs mesurables. Vous participerez à la collecte de mesures, au respect des standards, et à la rédaction de notes techniques. Rémunération prévue: 1816 DT. Référence offre: TN-INT-3175. Une attestation de stage et une lettre de recommandation peuvent être délivrées en fin de mission.;Ingénierie;Sfax;1816;4;indisponible;1;1;2025-05-15;910;55;40;14;3;89;1
3176;Stage account manager - CRM (Bizerte #3176);Opportunité de stage au sein d'une structure en croissance, orientée résultats. Contexte: stage 1 semaines, basé à Bizerte, sur un pilote d'automatisation de process. Encadré(e) par un mentor, vous aurez une autonomie progressive et des feedbacks hebdomadaires. Missions principales: gérer une partie du portefeuille clients et la satisfaction, optimiser des fiches produit et parcours e-commerce, préparer des offres commerciales et supports de vente. Compétences attendues: Bonne organisation et suivi (CRM). Sens de la négociation et orientation résultats. Cadre de travail: méthode Lean, échanges en français, et objectifs mesurables. Vous développerez votre approche commerciale, du premier contact à la proposition, avec suivi dans un CRM. Rémunération prévue: 925 DT. Référence offre: TN-INT-3176. Vous gagnerez une expérience solide et directement valorisable sur le marché tunisien.;Commerce;Bizerte;925;1;disponible;1;1;2024-09-18;891;43;22;6;5;45;0
3177;Stage administration du personnel - Recrutement / agri-tech (Remote #3177);Opportunité de stage au sein d'une structure en croissance, orientée résultats. Contexte: stage 32 semaines, basé à Remote, sur un pilote d'automatisation de process. Vous évoluerez dans une équipe structurée avec des rituels Agile et des objectifs clairs. Missions principales: suivre des indicateurs RH et produire des tableaux de bord, sourcer des candidats et organiser des entretiens de présélection, animer des actions de marque employeur (événements, contenu). Compétences attendues: Bon relationnel, organisation et discrétion. Capacité à gérer plusieurs sujets en parallèle. Cadre de travail: méthode OKR, échanges en français, et objectifs mesurables. Vous serez sensibilisé(e) à la confidentialité, au suivi des processus et à l'expérience candidat/collaborateur. Rémunération prévue: 1091 DT. Référence offre: TN-INT-3177. Une attestation de stage et une lettre de recommandation peuvent être délivrées en fin de mission.;RH;Remote;1091;32;indisponible;0;1;2025-12-30;933;74;23;5;1;47;0
3178;Stage illustrateur digital - Figma (Ariana #3178);Opportunité de stage au sein d'une structure en croissance, orientée résultats. Contexte: stage 3 semaines, basé à Ariana, sur un module de réservation et paiement. Collaboration quotidienne avec les équipes locales et, selon le projet, des partenaires internationaux. Missions principales: concevoir des maquettes UI/UX (wireframes, prototypes), préparer des assets pour le web et le print, décliner une identité visuelle sur différents supports. Compétences attendues: Bonne connaissance de Photoshop/Illustrator ou équivalents. Sens du détail, typographie et cohérence visuelle. Cadre de travail: méthode Lean, échanges en français, et objectifs mesurables. Vous travaillerez sur des versions successives de maquettes et livrables, avec tests rapides et itérations suite aux retours. Rémunération prévue: 1221 DT. Référence offre: TN-INT-3178. Vous gagnerez une expérience solide et directement valorisable sur le marché tunisien.;Design;Ariana;1221;3;disponible;1;0;2025-04-22;933;49;25;3;4;52;0
3179;Stage comptable et tenue de livres - PostgreSQL / éducation (Bizerte #3179);Nous recherchons un(e) stagiaire motivé(e) pour renforcer notre équipe. Contexte: stage 14 semaines, basé à Bizerte, sur une plateforme e-commerce. Collaboration quotidienne avec les équipes locales et, selon le projet, des partenaires internationaux. Missions principales: contribuer à des missions d'audit et de contrôle interne, analyser des indicateurs de rentabilité et coûts, assister à la clôture mensuelle et à la documentation. Compétences attendues: Connaissance des bases comptables et du reporting. Power BI ou SQL est un plus. Cadre de travail: méthode Lean, échanges en anglais, et objectifs mesurables. Vous contribuerez à fiabiliser les chiffres, documenter les hypothèses et produire des synthèses compréhensibles pour la direction. Rémunération prévue: 1700 DT. Référence offre: TN-INT-3179. Vous gagnerez une expérience solide et directement valorisable sur le marché tunisien.;Finance;Bizerte;1700;14;disponible;1;1;2025-11-06;896;75;45;12;7;73;1
3180;Stage marketing automation - B2C (Remote #3180);Opportunité de stage au sein d'une structure en croissance, orientée résultats. Contexte: stage 3 semaines, basé à Remote, sur une refonte de site vitrine orientée conversion. Collaboration quotidienne avec les équipes locales et, selon le projet, des partenaires internationaux. Missions principales: tester des messages et visuels via A/B testing, lancer et optimiser des campagnes Facebook Ads et Google Ads, réaliser une étude de marché et des personas. Compétences attendues: Aisance rédactionnelle et sens de la communication. Créativité, autonomie et esprit d'équipe. Cadre de travail: méthode design thinking, échanges en français, et objectifs mesurables. Vous apprendrez à construire des messages, segmenter l'audience et interpréter les données de performance pour améliorer le ROI. Rémunération prévue: 1193 DT. Référence offre: TN-INT-3180. Nous valorisons la curiosité, la rigueur et la capacité à apprendre rapidement.;Marketing;Remote;1193;3;disponible;0;1;2024-11-01;933;47;23;3;1;56;0
3181;Stage développeur backend Python - Azure / santé (Bizerte #3181);Opportunité de stage au sein d'une structure en croissance, orientée résultats. Contexte: stage 3 semaines, basé à Bizerte, sur un tableau de bord KPI multi-sites. Ambiance startup, cycles courts, et forte culture d'amélioration continue. Missions principales: implémenter de nouvelles fonctionnalités sur une application web, participer à la revue de code et à la documentation technique, développer des API REST et intégrer des services externes. Compétences attendues: Connaissance d'un framework (Django/FastAPI) et de SQL. Notions de Git, tests unitaires et bonnes pratiques de code. Cadre de travail: méthode design thinking, échanges en français, et objectifs mesurables. Vous manipulerez des environnements de développement, des revues de code, et des tickets Jira/Trello selon l'organisation. Rémunération prévue: 1379 DT. Référence offre: TN-INT-3181. Ce stage peut déboucher sur une proposition de pré-embauche selon performance et besoins.;Informatique;Bizerte;1379;3;indisponible;1;1;2024-03-02;951;64;13;4;1;24;1
3182;Stage web designer WordPress/Elementor - Figma / media / e-commerce (Ariana #3182);Nous recherchons un(e) stagiaire motivé(e) pour renforcer notre équipe. Contexte: stage 9 semaines, basé à Ariana, sur un module de réservation et paiement. Encadré(e) par un mentor, vous aurez une autonomie progressive et des feedbacks hebdomadaires. Missions principales: décliner une identité visuelle sur différents supports, créer des visuels pour les réseaux sociaux et campagnes, participer à une refonte de landing page orientée conversion. Compétences attendues: Sens du détail, typographie et cohérence visuelle. Maîtrise de Figma et des bases de la conception UI/UX. Cadre de travail: méthode OKR, échanges en français, et objectifs mesurables. Vous travaillerez sur des versions successives de maquettes et livrables, avec tests rapides et itérations suite aux retours. Rémunération prévue: 1268 DT. Référence offre: TN-INT-3182. Ce stage peut déboucher sur une proposition de pré-embauche selon performance et besoins.;Design;Ariana;1268;9;disponible;0;1;2024-04-15;931;82;17;5;0;32;1
3183;Stage gestion de trésorerie - AWS / tourisme (Bizerte #3183);Opportunité de stage au sein d'une structure en croissance, orientée résultats. Contexte: stage 11 semaines, basé à Bizerte, sur un pilote d'automatisation de process. Ambiance startup, cycles courts, et forte culture d'amélioration continue. Missions principales: préparer des rapprochements bancaires et états financiers, assister à la clôture mensuelle et à la documentation, automatiser des reportings sur Excel/Power BI, participer au suivi budgétaire et à l'analyse des écarts. Compétences attendues: Connaissance des bases comptables et du reporting. Power BI ou SQL est un plus. Cadre de travail: méthode Kanban, échanges en anglais, et objectifs mesurables. Vous contribuerez à fiabiliser les chiffres, documenter les hypothèses et produire des synthèses compréhensibles pour la direction. Rémunération prévue: 1328 DT. Référence offre: TN-INT-3183. Une attestation de stage et une lettre de recommandation peuvent être délivrées en fin de mission.;Finance;Bizerte;1328;11;disponible;1;1;2024-04-13;957;60;21;3;5;48;0
3184;Stage comptable et tenue de livres - Adobe XD / industrie (Sfax #3184);Stage passionnant dans un environnement bienveillant et exigeant. Contexte: stage 10 semaines, basé à Sfax, sur un outil de reporting décisionnel. Encadré(e) par un mentor, vous aurez une autonomie progressive et des feedbacks hebdomadaires. Missions principales: assister à la clôture mensuelle et à la documentation, aider à la préparation des déclarations et dossiers, mettre à jour des tableaux de trésorerie et prévisions, automatiser des reportings sur Excel/Power BI. Compétences attendues: Connaissance des bases comptables et du reporting. Power BI ou SQL est un plus. Cadre de travail: méthode design thinking, échanges en français, et objectifs mesurables. Vous contribuerez à fiabiliser les chiffres, documenter les hypothèses et produire des synthèses compréhensibles pour la direction. Rémunération prévue: 1584 DT. Référence offre: TN-INT-3184. Vous gagnerez une expérience solide et directement valorisable sur le marché tunisien.;Finance;Sfax;1584;10;indisponible;0;1;2025-03-26;946;70;38;11;4;80;1
3185;Stage designer packaging et branding - Figma / agri-tech (Bizerte #3185);Rejoignez notre équipe en tant que stagiaire et participez à des projets concrets. Contexte: stage 34 semaines, basé à Bizerte, sur une plateforme e-commerce. Encadré(e) par un mentor, vous aurez une autonomie progressive et des feedbacks hebdomadaires. Missions principales: produire un mini design system (typo, couleurs, composants), concevoir des maquettes UI/UX (wireframes, prototypes), réaliser des animations courtes pour vidéos et stories. Compétences attendues: Capacité à itérer rapidement à partir de feedback. Sens du détail, typographie et cohérence visuelle. Cadre de travail: méthode Kanban, échanges en français, et objectifs mesurables. Vous travaillerez sur des versions successives de maquettes et livrables, avec tests rapides et itérations suite aux retours. Rémunération prévue: 1105 DT. Référence offre: TN-INT-3185. Nous valorisons la curiosité, la rigueur et la capacité à apprendre rapidement.;Design;Bizerte;1105;34;disponible;0;1;2025-07-01;920;72;16;5;4;40;0
3186;Stage designer graphique print et digital - Print / logistique (Sousse #3186);Stage passionnant dans un environnement bienveillant et exigeant. Contexte: stage 11 semaines, basé à Sousse, sur un pilote d'automatisation de process. Vous travaillerez avec une équipe pluridisciplinaire (produit, technique, métier) et un tuteur dédié. Missions principales: produire un mini design system (typo, couleurs, composants), créer des visuels pour les réseaux sociaux et campagnes, collaborer avec les développeurs pour l'intégration. Compétences attendues: Capacité à itérer rapidement à partir de feedback. Sens du détail, typographie et cohérence visuelle. Cadre de travail: méthode Lean, échanges en anglais, et objectifs mesurables. Vous travaillerez sur des versions successives de maquettes et livrables, avec tests rapides et itérations suite aux retours. Rémunération prévue: 1232 DT. Référence offre: TN-INT-3186. Nous valorisons la curiosité, la rigueur et la capacité à apprendre rapidement.;Design;Sousse;1232;11;disponible;1;1;2025-04-25;916;77;15;4;3;39;0
3187;Stage UI/UX designer applications mobiles - UX (Bizerte #3187);Dans le cadre de l'accélération de nos projets, nous recrutons un(e) stagiaire. Contexte: stage 6 semaines, basé à Bizerte, sur un outil de reporting décisionnel. Encadré(e) par un mentor, vous aurez une autonomie progressive et des feedbacks hebdomadaires. Missions principales: décliner une identité visuelle sur différents supports, participer à une refonte de landing page orientée conversion, réaliser des animations courtes pour vidéos et stories. Compétences attendues: Maîtrise de Figma et des bases de la conception UI/UX. Capacité à itérer rapidement à partir de feedback. Cadre de travail: méthode OKR, échanges en anglais, et objectifs mesurables. Vous travaillerez sur des versions successives de maquettes et livrables, avec tests rapides et itérations suite aux retours. Rémunération prévue: 1140 DT. Référence offre: TN-INT-3187. Vous gagnerez une expérience solide et directement valorisable sur le marché tunisien.;Design;Bizerte;1140;6;indisponible;1;0;2025-09-23;932;62;19;4;1;48;1
3188;Stage développeur Python Django - Power BI / tourisme (Remote #3188);Nous recherchons un(e) stagiaire motivé(e) pour renforcer notre équipe. Contexte: stage 10 semaines, basé à Remote, sur un pilote d'automatisation de process. Encadré(e) par un mentor, vous aurez une autonomie progressive et des feedbacks hebdomadaires. Missions principales: analyser des données et produire des tableaux de bord, concevoir des scripts d'automatisation et de monitoring, contribuer à un module d'authentification et gestion des rôles. Compétences attendues: Connaissance d'un framework (Django/FastAPI) et de SQL. Bonne maîtrise de Python et des bases web (HTTP, REST). Cadre de travail: méthode Agile, échanges en anglais, et objectifs mesurables. Vous manipulerez des environnements de développement, des revues de code, et des tickets Jira/Trello selon l'organisation. Rémunération prévue: 1430 DT. Référence offre: TN-INT-3188. Vous gagnerez une expérience solide et directement valorisable sur le marché tunisien.;Informatique;Remote;1430;10;indisponible;0;1;2025-02-05;935;68;35;10;5;58;1
3189;Stage analyse marketing et reporting - Acquisition (Remote #3189);Opportunité de stage au sein d'une structure en croissance, orientée résultats. Contexte: stage 12 semaines, basé à Remote, sur un projet client à livrer en itérations. Vous évoluerez dans une équipe structurée avec des rituels Agile et des objectifs clairs. Missions principales: lancer et optimiser des campagnes Facebook Ads et Google Ads, tester des messages et visuels via A/B testing, mettre en place des workflows d'emailing et de nurturing. Compétences attendues: Créativité, autonomie et esprit d'équipe. Connaissance des réseaux sociaux et des outils d'analyse. Cadre de travail: méthode Agile, échanges en anglais, et objectifs mesurables. Vous apprendrez à construire des messages, segmenter l'audience et interpréter les données de performance pour améliorer le ROI. Rémunération prévue: 1122 DT. Référence offre: TN-INT-3189. Ce stage peut déboucher sur une proposition de pré-embauche selon performance et besoins.;Marketing;Remote;1122;12;disponible;1;0;2024-05-20;929;65;21;2;5;36;0
3190;Stage gestion RH et paie - Reporting / agri-tech / ESN (Tunis #3190);Stage passionnant dans un environnement bienveillant et exigeant. Contexte: stage 4 semaines, basé à Tunis, sur un outil de reporting décisionnel. Ambiance startup, cycles courts, et forte culture d'amélioration continue. Missions principales: sourcer des candidats et organiser des entretiens de présélection, suivre des indicateurs RH et produire des tableaux de bord, participer à la mise en place d'un plan de formation, assister les managers sur les besoins en recrutement. Compétences attendues: Aisance sur Excel et outils bureautiques. Intérêt pour le recrutement, la formation et les processus. Cadre de travail: méthode Agile, échanges en français, et objectifs mesurables. Vous serez sensibilisé(e) à la confidentialité, au suivi des processus et à l'expérience candidat/collaborateur. Rémunération prévue: 1232 DT. Référence offre: TN-INT-3190. Nous valorisons la curiosité, la rigueur et la capacité à apprendre rapidement.;RH;Tunis;1232;4;indisponible;1;1;2024-07-11;936;68;32;12;3;77;1
